,date,value
359,2021-03-01,
360,2021-03-02,24.0
361,2021-03-03,49.0
362,2021-03-04,32.0
363,2021-03-05,24.0
364,2021-03-06,32.0
365,2021-03-07,24.0
366,2021-03-08,37.0
367,2021-03-09,26.0
368,2021-03-10,83.0
369,2021-03-11,51.0
370,2021-03-12,42.0
371,2021-03-13,55.0
372,2021-03-14,49.0
373,2021-03-15,45.0
374,2021-03-16,51.0
375,2021-03-17,74.0
376,2021-03-18,45.0
377,2021-03-19,51.0
378,2021-03-20,33.0
379,2021-03-21,29.0
380,2021-03-22,21.0
381,2021-03-23,30.0
382,2021-03-24,23.0
383,2021-03-25,38.0
384,2021-03-26,32.0
385,2021-03-27,28.0
386,2021-03-28,35.0
387,2021-03-29,22.0
388,2021-03-30,22.0
389,2021-03-31,41.0
