,date,value
345,2021-02-15,
346,2021-02-16,2.0
347,2021-02-17,2.0
348,2021-02-18,4.0
349,2021-02-19,2.0
350,2021-02-20,0.0
351,2021-02-21,1.0
352,2021-02-22,1.0
353,2021-02-23,4.0
354,2021-02-24,2.0
355,2021-02-25,0.0
356,2021-02-26,0.0
357,2021-02-27,1.0
358,2021-02-28,0.0
359,2021-03-01,2.0
360,2021-03-02,1.0
361,2021-03-03,0.0
362,2021-03-04,2.0
363,2021-03-05,3.0
364,2021-03-06,8.0
365,2021-03-07,3.0
366,2021-03-08,0.0
367,2021-03-09,1.0
368,2021-03-10,1.0
369,2021-03-11,0.0
370,2021-03-12,0.0
371,2021-03-13,0.0
372,2021-03-14,0.0
373,2021-03-15,0.0
374,2021-03-16,0.0
375,2021-03-17,1.0
