,date,value
359,2021-03-01,
360,2021-03-02,158.0
361,2021-03-03,150.0
362,2021-03-04,146.0
363,2021-03-05,157.0
364,2021-03-06,166.0
365,2021-03-07,104.0
366,2021-03-08,138.0
367,2021-03-09,154.0
368,2021-03-10,232.0
369,2021-03-11,183.0
370,2021-03-12,251.0
371,2021-03-13,174.0
372,2021-03-14,161.0
373,2021-03-15,138.0
374,2021-03-16,207.0
375,2021-03-17,179.0
376,2021-03-18,168.0
377,2021-03-19,162.0
378,2021-03-20,131.0
379,2021-03-21,141.0
380,2021-03-22,135.0
381,2021-03-23,143.0
382,2021-03-24,187.0
383,2021-03-25,177.0
384,2021-03-26,169.0
385,2021-03-27,157.0
386,2021-03-28,107.0
387,2021-03-29,101.0
388,2021-03-30,92.0
389,2021-03-31,136.0
