,date,value
186,2020-09-09,323
187,2020-09-10,326
188,2020-09-11,326
189,2020-09-12,329
190,2020-09-13,330
191,2020-09-14,331
192,2020-09-15,333
193,2020-09-16,340
194,2020-09-17,341
195,2020-09-18,343
196,2020-09-19,346
197,2020-09-20,350
198,2020-09-21,354
199,2020-09-22,356
200,2020-09-23,360
201,2020-09-24,367
202,2020-09-25,370
203,2020-09-26,379
204,2020-09-27,388
205,2020-09-28,391
206,2020-09-29,399
207,2020-09-30,411
208,2020-10-01,416
209,2020-10-02,429
210,2020-10-03,434
211,2020-10-04,441
212,2020-10-05,446
213,2020-10-06,449
214,2020-10-07,464
215,2020-10-08,471
216,2020-10-09,484
