,date,value
186,2020-09-09,9
187,2020-09-10,9
188,2020-09-11,9
189,2020-09-12,9
190,2020-09-13,9
191,2020-09-14,9
192,2020-09-15,9
193,2020-09-16,9
194,2020-09-17,10
195,2020-09-18,10
196,2020-09-19,10
197,2020-09-20,10
198,2020-09-21,10
199,2020-09-22,10
200,2020-09-23,10
201,2020-09-24,10
202,2020-09-25,13
203,2020-09-26,13
204,2020-09-27,17
205,2020-09-28,26
206,2020-09-29,28
207,2020-09-30,30
208,2020-10-01,32
209,2020-10-02,39
210,2020-10-03,44
211,2020-10-04,44
212,2020-10-05,47
213,2020-10-06,50
214,2020-10-07,53
215,2020-10-08,53
216,2020-10-09,56
