,time,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,uk_retail_and_recreation_percent_change_from_baseline,uk_grocery_and_pharmacy_percent_change_from_baseline,uk_parks_percent_change_from_baseline,uk_transit_stations_percent_change_from_baseline,uk_workplaces_percent_change_from_baseline,uk_residential_percent_change_from_baseline
0,174,8.0,18.0,,-52.0,-26.0,5.0,-7.0,13.0,49.0,-54.0,-30.0,6.0
1,175,-5.0,10.0,,,-23.0,4.0,-10.0,9.0,24.0,-22.0,-31.0,4.0
2,176,-9.0,6.0,,,-6.0,,-16.0,7.0,21.0,-46.0,-10.0,0.0
3,177,,-3.0,,,-13.0,,-7.0,11.0,38.0,-19.0,-6.0,-1.0
4,178,,9.0,,,-32.0,5.0,-4.0,11.0,30.0,-18.0,-34.0,7.0
5,179,,6.0,,,-30.0,7.0,1.0,15.0,70.0,-19.0,-31.0,5.0
6,180,-3.0,10.0,,,-31.0,6.0,-4.0,11.0,41.0,-19.0,-28.0,5.0
7,181,1.0,9.0,,-42.0,-31.0,5.0,-1.0,12.0,56.0,-20.0,-30.0,5.0
8,182,-10.0,9.0,,-46.0,-31.0,4.0,-9.0,9.0,16.0,-11.0,-32.0,5.0
9,183,-8.0,1.0,,,-6.0,,-10.0,8.0,17.0,-4.0,-12.0,0.0
10,184,,-2.0,,,-9.0,,-6.0,8.0,26.0,0.0,-6.0,-1.0
11,185,,6.0,,,-35.0,5.0,-1.0,12.0,56.0,-15.0,-34.0,6.0
12,186,,13.0,,,-33.0,6.0,-2.0,13.0,71.0,-19.0,-31.0,5.0
13,187,-6.0,9.0,,,-32.0,6.0,-6.0,9.0,46.0,-21.0,-30.0,6.0
14,188,-3.0,10.0,,-46.0,-33.0,5.0,2.0,14.0,67.0,-19.0,-31.0,5.0
15,189,-13.0,6.0,,-41.0,-33.0,4.0,-9.0,12.0,99.0,-7.0,-33.0,4.0
16,190,-12.0,7.0,,,-9.0,,-14.0,6.0,112.0,6.0,-12.0,-1.0
17,191,,7.0,,,-11.0,,-11.0,13.0,32.0,-4.0,-9.0,-1.0
18,192,,16.0,,,-36.0,5.0,-1.0,16.0,49.0,-17.0,-35.0,6.0
19,193,,14.0,,,-35.0,5.0,-1.0,15.0,64.0,-21.0,-33.0,6.0
20,194,-1.0,11.0,,,-34.0,6.0,-2.0,15.0,61.0,-19.0,-31.0,5.0
21,195,7.0,12.0,,-39.0,-34.0,6.0,1.0,14.0,59.0,-18.0,-31.0,6.0
22,196,-13.0,-2.0,,-45.0,-33.0,6.0,-13.0,4.0,33.0,-16.0,-32.0,5.0
23,197,-10.0,7.0,,,-9.0,,-15.0,11.0,25.0,-4.0,-11.0,-1.0
24,198,,3.0,,,-14.0,,-14.0,10.0,19.0,-6.0,-8.0,0.0
25,199,,15.0,,,-36.0,9.0,-8.0,11.0,33.0,-28.0,-36.0,11.0
26,200,,18.0,,,-35.0,15.0,-11.0,6.0,16.0,-50.0,-38.0,18.0
27,201,6.0,17.0,,,-32.0,5.0,1.0,16.0,47.0,-20.0,-30.0,6.0
28,202,7.0,16.0,,,-33.0,5.0,8.0,18.0,65.0,-17.0,-29.0,5.0
29,203,0.0,7.0,,-42.0,-33.0,6.0,-3.0,11.0,138.0,-7.0,-32.0,5.0
30,204,-9.0,-5.0,,,-8.0,,-11.0,7.0,104.0,10.0,-8.0,0.0
31,205,,-6.0,,,-13.0,,-11.0,4.0,13.0,-6.0,-8.0,1.0
32,206,,14.0,,,-36.0,7.0,12.0,17.0,76.0,-12.0,-39.0,8.0
33,207,,19.0,,,-30.0,6.0,11.0,16.0,81.0,-9.0,-38.0,6.0
34,208,11.0,15.0,,-46.0,-32.0,5.0,8.0,14.0,85.0,-46.0,-38.0,7.0
35,209,10.0,18.0,,-40.0,-33.0,6.0,11.0,17.0,79.0,-23.0,-37.0,7.0
36,210,-3.0,10.0,,,-33.0,4.0,1.0,12.0,46.0,-11.0,-40.0,5.0
37,211,-5.0,10.0,,,-9.0,,-12.0,5.0,9.0,-23.0,-12.0,0.0
38,212,,7.0,,,-10.0,,-7.0,9.0,22.0,-10.0,-9.0,0.0
39,213,,14.0,,,-37.0,7.0,11.0,15.0,102.0,-14.0,-43.0,6.0
40,214,,18.0,,,-31.0,6.0,15.0,17.0,91.0,-18.0,-40.0,7.0
41,215,8.0,12.0,,,-30.0,6.0,9.0,14.0,79.0,-16.0,-38.0,6.0
42,216,5.0,20.0,,,-32.0,6.0,14.0,18.0,71.0,-17.0,-40.0,6.0
43,217,-5.0,10.0,,,-29.0,4.0,-3.0,9.0,27.0,-16.0,-41.0,5.0
44,218,-6.0,9.0,,,-6.0,,-11.0,7.0,23.0,-5.0,-13.0,-1.0
45,219,,1.0,,,-11.0,,-7.0,9.0,41.0,-2.0,-13.0,-1.0
46,220,,18.0,,,-33.0,5.0,11.0,17.0,73.0,-14.0,-43.0,6.0
47,221,,23.0,,,-30.0,4.0,13.0,19.0,84.0,-17.0,-40.0,5.0
48,222,7.0,25.0,,,-31.0,6.0,7.0,14.0,61.0,-21.0,-40.0,6.0
49,223,1.0,20.0,,,-32.0,5.0,5.0,15.0,63.0,-20.0,-40.0,6.0
50,224,-9.0,15.0,,,-31.0,4.0,-8.0,9.0,30.0,-15.0,-42.0,5.0
51,225,-12.0,8.0,,,-7.0,,-20.0,1.0,10.0,-30.0,-16.0,0.0
52,226,,6.0,,,1.0,,-12.0,6.0,23.0,-14.0,-15.0,0.0
53,227,,13.0,,,-28.0,9.0,8.0,15.0,59.0,-16.0,-42.0,8.0
54,228,,24.0,,,-27.0,8.0,13.0,17.0,68.0,-18.0,-41.0,9.0
55,229,6.0,21.0,,,-24.0,7.0,12.0,13.0,159.0,-9.0,-38.0,8.0
56,230,5.0,19.0,,,-24.0,8.0,10.0,15.0,178.0,-48.0,-40.0,9.0
57,231,-3.0,15.0,,,-22.0,6.0,-3.0,10.0,113.0,-10.0,-41.0,7.0
